Key,County,State,Country,Update,Confirmed,Deaths,Recovered,Active
"Lawrence, Ohio, US",lawrence,ohio,US,2020-04-22 23:30:53,22,0,0,22
"Lawrence, Pennsylvania, US",lawrence,pennsylvania,US,2020-04-22 23:30:53,61,6,0,55
"Lawrence, South Dakota, US",lawrence,south-dakota,US,2020-04-22 23:30:53,9,0,0,9
"Lawrence, Tennessee, US",lawrence,tennessee,US,2020-04-22 23:30:53,16,0,0,16
"Le Flore, Oklahoma, US",le-flore,oklahoma,US,2020-04-22 23:30:53,8,0,0,8
"Le Sueur, Minnesota, US",le-sueur,minnesota,US,2020-04-22 23:30:53,22,0,0,22
"Lea, New Mexico, US",lea,new-mexico,US,2020-04-22 23:30:53,5,0,0,5
"Leake, Mississippi, US",leake,mississippi,US,2020-04-22 23:30:53,108,1,0,107
"Leavenworth, Kansas, US",leavenworth,kansas,US,2020-04-22 23:30:53,150,3,0,147
"Lebanon, Pennsylvania, US",lebanon,pennsylvania,US,2020-04-22 23:30:53,535,8,0,527
"Lee, Alabama, US",lee,alabama,US,2020-04-22 23:30:53,331,20,0,311
"Lee, Arkansas, US",lee,arkansas,US,2020-04-22 23:30:53,3,1,0,2
"Lee, Florida, US",lee,florida,US,2020-04-22 23:30:53,794,29,0,765
"Lee, Georgia, US",lee,georgia,US,2020-04-22 23:30:53,294,17,0,277
"Lee, Illinois, US",lee,illinois,US,2020-04-22 23:30:53,18,0,0,18
"Lee, Iowa, US",lee,iowa,US,2020-04-22 23:30:53,3,0,0,3
"Lee, Mississippi, US",lee,mississippi,US,2020-04-22 23:30:53,64,4,0,60
"Lee, North Carolina, US",lee,north-carolina,US,2020-04-22 23:30:53,66,0,0,66
"Lee, South Carolina, US",lee,south-carolina,US,2020-04-22 23:30:53,42,5,0,37
"Lee, Texas, US",lee,texas,US,2020-04-22 23:30:53,2,0,0,2
"Lee, Virginia, US",lee,virginia,US,2020-04-22 23:30:53,7,0,0,7
"Leelanau, Michigan, US",leelanau,michigan,US,2020-04-22 23:30:53,8,0,0,8
"Leflore, Mississippi, US",leflore,mississippi,US,2020-04-22 23:30:53,113,12,0,101
"Lehigh, Pennsylvania, US",lehigh,pennsylvania,US,2020-04-22 23:30:53,2374,49,0,2325
"Lenawee, Michigan, US",lenawee,michigan,US,2020-04-22 23:30:53,77,0,0,77
"Lenoir, North Carolina, US",lenoir,north-carolina,US,2020-04-22 23:30:53,34,1,0,33
"Leon, Florida, US",leon,florida,US,2020-04-22 23:30:53,186,1,0,185
"Leon, Texas, US",leon,texas,US,2020-04-22 23:30:53,5,0,0,5
"Leslie, Kentucky, US",leslie,kentucky,US,2020-04-22 23:30:53,2,0,0,2
"Letcher, Kentucky, US",letcher,kentucky,US,2020-04-22 23:30:53,1,0,0,1
"Levy, Florida, US",levy,florida,US,2020-04-22 23:30:53,13,0,0,13
"Lewis, Idaho, US",lewis,idaho,US,2020-04-22 23:30:53,0,0,0,0
"Lewis, Kentucky, US",lewis,kentucky,US,2020-04-22 23:30:53,3,0,0,3
"Lewis, Missouri, US",lewis,missouri,US,2020-04-22 23:30:53,1,1,0,0
"Lewis, New York, US",lewis,new-york,US,2020-04-22 23:30:53,9,0,0,9
"Lewis, Tennessee, US",lewis,tennessee,US,2020-04-22 23:30:53,2,0,0,2
"Lewis, Washington, US",lewis,washington,US,2020-04-22 23:30:53,21,3,0,18
"Lewis, West Virginia, US",lewis,west-virginia,US,2020-04-22 23:30:53,2,0,0,2
"Lewis and Clark, Montana, US",lewis-and-clark,montana,US,2020-04-22 23:30:53,16,0,0,16
"Lexington, South Carolina, US",lexington,south-carolina,US,2020-04-22 23:30:53,286,9,0,277
"Lexington, Virginia, US",lexington,virginia,US,2020-04-22 23:30:53,3,0,0,3
"Liberty, Florida, US",liberty,florida,US,2020-04-22 23:30:53,2,0,0,2
"Liberty, Georgia, US",liberty,georgia,US,2020-04-22 23:30:53,34,0,0,34
"Liberty, Montana, US",liberty,montana,US,2020-04-22 23:30:53,1,0,0,1
"Liberty, Texas, US",liberty,texas,US,2020-04-22 23:30:53,37,0,0,37
"Licking, Ohio, US",licking,ohio,US,2020-04-22 23:30:53,103,4,0,99
"Limestone, Alabama, US",limestone,alabama,US,2020-04-22 23:30:53,39,0,0,39
"Limestone, Texas, US",limestone,texas,US,2020-04-22 23:30:53,11,1,0,10
"Lincoln, Arkansas, US",lincoln,arkansas,US,2020-04-22 23:30:53,445,0,0,445
"Lincoln, Colorado, US",lincoln,colorado,US,2020-04-22 23:30:53,3,0,0,3
"Lincoln, Georgia, US",lincoln,georgia,US,2020-04-22 23:30:53,10,0,0,10
"Lincoln, Idaho, US",lincoln,idaho,US,2020-04-22 23:30:53,18,0,0,18
"Lincoln, Kentucky, US",lincoln,kentucky,US,2020-04-22 23:30:53,4,1,0,3
"Lincoln, Louisiana, US",lincoln,louisiana,US,2020-04-22 23:30:53,58,2,0,56
"Lincoln, Maine, US",lincoln,maine,US,2020-04-22 23:30:53,12,0,0,12
"Lincoln, Minnesota, US",lincoln,minnesota,US,2020-04-22 23:30:53,2,0,0,2
"Lincoln, Mississippi, US",lincoln,mississippi,US,2020-04-22 23:30:53,121,7,0,114
"Lincoln, Missouri, US",lincoln,missouri,US,2020-04-22 23:30:53,59,1,0,58
"Lincoln, Montana, US",lincoln,montana,US,2020-04-22 23:30:53,7,1,0,6
"Lincoln, Nebraska, US",lincoln,nebraska,US,2020-04-22 23:30:53,18,1,0,17
"Lincoln, Nevada, US",lincoln,nevada,US,2020-04-22 23:30:53,0,0,0,0
"Lincoln, New Mexico, US",lincoln,new-mexico,US,2020-04-22 23:30:53,2,0,0,2
"Lincoln, North Carolina, US",lincoln,north-carolina,US,2020-04-22 23:30:53,24,0,0,24
"Lincoln, Oklahoma, US",lincoln,oklahoma,US,2020-04-22 23:30:53,10,0,0,10
"Lincoln, Oregon, US",lincoln,oregon,US,2020-04-22 23:30:53,5,0,0,5
"Lincoln, South Dakota, US",lincoln,south-dakota,US,2020-04-22 23:30:53,104,0,0,104
"Lincoln, Tennessee, US",lincoln,tennessee,US,2020-04-22 23:30:53,11,0,0,11
"Lincoln, Washington, US",lincoln,washington,US,2020-04-22 23:30:53,2,0,0,2
"Lincoln, West Virginia, US",lincoln,west-virginia,US,2020-04-22 23:30:53,1,0,0,1
"Lincoln, Wyoming, US",lincoln,wyoming,US,2020-04-22 23:30:53,9,0,0,9
"Linn, Iowa, US",linn,iowa,US,2020-04-22 23:30:53,466,29,0,437
"Linn, Kansas, US",linn,kansas,US,2020-04-22 23:30:53,6,0,0,6
"Linn, Missouri, US",linn,missouri,US,2020-04-22 23:30:53,5,1,0,4
"Linn, Oregon, US",linn,oregon,US,2020-04-22 23:30:53,63,6,0,57
"Litchfield, Connecticut, US",litchfield,connecticut,US,2020-04-22 23:30:53,722,63,0,659
"Live Oak, Texas, US",live-oak,texas,US,2020-04-22 23:30:53,5,0,0,5
"Livingston, Illinois, US",livingston,illinois,US,2020-04-22 23:30:53,18,1,0,17
"Livingston, Kentucky, US",livingston,kentucky,US,2020-04-22 23:30:53,1,0,0,1
"Livingston, Louisiana, US",livingston,louisiana,US,2020-04-22 23:30:53,161,10,0,151
"Livingston, Michigan, US",livingston,michigan,US,2020-04-22 23:30:53,308,11,0,297
"Livingston, Missouri, US",livingston,missouri,US,2020-04-22 23:30:53,2,0,0,2
"Livingston, New York, US",livingston,new-york,US,2020-04-22 23:30:53,39,4,0,35
"Llano, Texas, US",llano,texas,US,2020-04-22 23:30:53,3,0,0,3
"Logan, Arkansas, US",logan,arkansas,US,2020-04-22 23:30:53,3,0,0,3
"Logan, Colorado, US",logan,colorado,US,2020-04-22 23:30:53,24,1,0,23
"Logan, Illinois, US",logan,illinois,US,2020-04-22 23:30:53,4,0,0,4
"Logan, Kentucky, US",logan,kentucky,US,2020-04-22 23:30:53,8,0,0,8
"Logan, Nebraska, US",logan,nebraska,US,2020-04-22 23:30:53,0,0,0,0
"Logan, Ohio, US",logan,ohio,US,2020-04-22 23:30:53,14,0,0,14
"Logan, Oklahoma, US",logan,oklahoma,US,2020-04-22 23:30:53,10,0,0,10
"Logan, West Virginia, US",logan,west-virginia,US,2020-04-22 23:30:53,9,1,0,8
"Long, Georgia, US",long,georgia,US,2020-04-22 23:30:53,2,0,0,2
"Lonoke, Arkansas, US",lonoke,arkansas,US,2020-04-22 23:30:53,27,0,0,27
"Lorain, Ohio, US",lorain,ohio,US,2020-04-22 23:30:53,332,19,0,313
"Los Alamos, New Mexico, US",los-alamos,new-mexico,US,2020-04-22 23:30:53,6,0,0,6
"Los Angeles, California, US",los-angeles,california,US,2020-04-22 23:30:53,16447,732,0,15715
"Loudon, Tennessee, US",loudon,tennessee,US,2020-04-22 23:30:53,23,0,0,23
"Loudoun, Virginia, US",loudoun,virginia,US,2020-04-22 23:30:53,475,9,0,466
"Louisa, Iowa, US",louisa,iowa,US,2020-04-22 23:30:53,248,2,0,246
"Louisa, Virginia, US",louisa,virginia,US,2020-04-22 23:30:53,37,0,0,37
"Love, Oklahoma, US",love,oklahoma,US,2020-04-22 23:30:53,2,0,0,2
"Lowndes, Alabama, US",lowndes,alabama,US,2020-04-22 23:30:53,32,1,0,31
"Lowndes, Georgia, US",lowndes,georgia,US,2020-04-22 23:30:53,122,4,0,118
"Lowndes, Mississippi, US",lowndes,mississippi,US,2020-04-22 23:30:53,36,1,0,35
"Lubbock, Texas, US",lubbock,texas,US,2020-04-22 23:30:53,458,38,0,420
"Lucas, Ohio, US",lucas,ohio,US,2020-04-22 23:30:53,878,44,0,834
"Luce, Michigan, US",luce,michigan,US,2020-04-22 23:30:53,1,0,0,1
"Lumpkin, Georgia, US",lumpkin,georgia,US,2020-04-22 23:30:53,26,0,0,26
"Luna, New Mexico, US",luna,new-mexico,US,2020-04-22 23:30:53,3,0,0,3
"Lunenburg, Virginia, US",lunenburg,virginia,US,2020-04-22 23:30:53,3,0,0,3
"Luzerne, Pennsylvania, US",luzerne,pennsylvania,US,2020-04-22 23:30:53,1848,60,0,1788
"Lycoming, Pennsylvania, US",lycoming,pennsylvania,US,2020-04-22 23:30:53,43,2,0,41
"Lyman, South Dakota, US",lyman,south-dakota,US,2020-04-22 23:30:53,2,0,0,2
"Lynchburg, Virginia, US",lynchburg,virginia,US,2020-04-22 23:30:53,43,1,0,42
"Lynn, Texas, US",lynn,texas,US,2020-04-22 23:30:53,5,0,0,5
"Lyon, Iowa, US",lyon,iowa,US,2020-04-22 23:30:53,5,0,0,5
"Lyon, Kansas, US",lyon,kansas,US,2020-04-22 23:30:53,110,1,0,109
"Lyon, Kentucky, US",lyon,kentucky,US,2020-04-22 23:30:53,14,3,0,11
"Lyon, Minnesota, US",lyon,minnesota,US,2020-04-22 23:30:53,6,0,0,6
"Lyon, Nevada, US",lyon,nevada,US,2020-04-22 23:30:53,19,0,0,19
"Mackinac, Michigan, US",mackinac,michigan,US,2020-04-22 23:30:53,5,0,0,5
"Macomb, Michigan, US",macomb,michigan,US,2020-04-22 23:30:53,4628,473,0,4155
"Macon, Alabama, US",macon,alabama,US,2020-04-22 23:30:53,28,2,0,26
"Macon, Georgia, US",macon,georgia,US,2020-04-22 23:30:53,59,2,0,57
"Macon, Illinois, US",macon,illinois,US,2020-04-22 23:30:53,93,10,0,83
"Macon, Missouri, US",macon,missouri,US,2020-04-22 23:30:53,2,0,0,2
"Macon, North Carolina, US",macon,north-carolina,US,2020-04-22 23:30:53,2,1,0,1
"Macon, Tennessee, US",macon,tennessee,US,2020-04-22 23:30:53,34,3,0,31
"Macoupin, Illinois, US",macoupin,illinois,US,2020-04-22 23:30:53,24,0,0,24
"Madera, California, US",madera,california,US,2020-04-22 23:30:53,36,2,0,34
"Madison, Alabama, US",madison,alabama,US,2020-04-22 23:30:53,205,4,0,201
"Madison, Arkansas, US",madison,arkansas,US,2020-04-22 23:30:53,1,0,0,1
"Madison, Florida, US",madison,florida,US,2020-04-22 23:30:53,35,2,0,33
"Madison, Georgia, US",madison,georgia,US,2020-04-22 23:30:53,18,1,0,17
"Madison, Idaho, US",madison,idaho,US,2020-04-22 23:30:53,8,0,0,8
"Madison, Illinois, US",madison,illinois,US,2020-04-22 23:30:53,226,13,0,213
"Madison, Indiana, US",madison,indiana,US,2020-04-22 23:30:53,351,34,0,317
"Madison, Iowa, US",madison,iowa,US,2020-04-22 23:30:53,4,1,0,3
"Madison, Kentucky, US",madison,kentucky,US,2020-04-22 23:30:53,23,1,0,22
"Madison, Louisiana, US",madison,louisiana,US,2020-04-22 23:30:53,5,0,0,5
"Madison, Mississippi, US",madison,mississippi,US,2020-04-22 23:30:53,151,4,0,147
"Madison, Missouri, US",madison,missouri,US,2020-04-22 23:30:53,1,0,0,1
"Madison, Montana, US",madison,montana,US,2020-04-22 23:30:53,8,1,0,7
"Madison, Nebraska, US",madison,nebraska,US,2020-04-22 23:30:53,16,2,0,14
"Madison, New York, US",madison,new-york,US,2020-04-22 23:30:53,121,5,0,116
"Madison, Ohio, US",madison,ohio,US,2020-04-22 23:30:53,30,3,0,27
"Madison, Tennessee, US",madison,tennessee,US,2020-04-22 23:30:53,90,1,0,89
"Madison, Texas, US",madison,texas,US,2020-04-22 23:30:53,2,0,0,2
"Madison, Virginia, US",madison,virginia,US,2020-04-22 23:30:53,12,0,0,12
"Mahaska, Iowa, US",mahaska,iowa,US,2020-04-22 23:30:53,8,1,0,7
"Mahnomen, Minnesota, US",mahnomen,minnesota,US,2020-04-22 23:30:53,1,0,0,1
"Mahoning, Ohio, US",mahoning,ohio,US,2020-04-22 23:30:53,635,56,0,579
"Major, Oklahoma, US",major,oklahoma,US,2020-04-22 23:30:53,2,1,0,1
"Malheur, Oregon, US",malheur,oregon,US,2020-04-22 23:30:53,5,0,0,5
"Manassas, Virginia, US",manassas,virginia,US,2020-04-22 23:30:53,117,0,0,117
"Manassas Park, Virginia, US",manassas-park,virginia,US,2020-04-22 23:30:53,34,1,0,33
"Manatee, Florida, US",manatee,florida,US,2020-04-22 23:30:53,445,34,0,411
"Manistee, Michigan, US",manistee,michigan,US,2020-04-22 23:30:53,11,0,0,11
"Manitowoc, Wisconsin, US",manitowoc,wisconsin,US,2020-04-22 23:30:53,7,0,0,7
"Marathon, Wisconsin, US",marathon,wisconsin,US,2020-04-22 23:30:53,17,1,0,16
"Marengo, Alabama, US",marengo,alabama,US,2020-04-22 23:30:53,40,3,0,37
"Maricopa, Arizona, US",maricopa,arizona,US,2020-04-22 23:30:53,2846,97,0,2749
"Maries, Missouri, US",maries,missouri,US,2020-04-22 23:30:53,2,0,0,2
"Marin, California, US",marin,california,US,2020-04-22 23:30:53,200,10,0,190
"Marinette, Wisconsin, US",marinette,wisconsin,US,2020-04-22 23:30:53,6,1,0,5
"Marion, Alabama, US",marion,alabama,US,2020-04-22 23:30:53,65,5,0,60
"Marion, Arkansas, US",marion,arkansas,US,2020-04-22 23:30:53,1,0,0,1
"Marion, Florida, US",marion,florida,US,2020-04-22 23:30:53,130,3,0,127
"Marion, Georgia, US",marion,georgia,US,2020-04-22 23:30:53,33,1,0,32
"Marion, Illinois, US",marion,illinois,US,2020-04-22 23:30:53,24,0,0,24
"Marion, Indiana, US",marion,indiana,US,2020-04-22 23:30:53,4263,214,0,4049
"Marion, Iowa, US",marion,iowa,US,2020-04-22 23:30:53,5,0,0,5
"Marion, Kansas, US",marion,kansas,US,2020-04-22 23:30:53,5,0,0,5
"Marion, Kentucky, US",marion,kentucky,US,2020-04-22 23:30:53,13,0,0,13
"Marion, Mississippi, US",marion,mississippi,US,2020-04-22 23:30:53,48,2,0,46
"Marion, Missouri, US",marion,missouri,US,2020-04-22 23:30:53,4,0,0,4
"Marion, Ohio, US",marion,ohio,US,2020-04-22 23:30:53,2137,3,0,2134
"Marion, Oregon, US",marion,oregon,US,2020-04-22 23:30:53,388,14,0,374
"Marion, South Carolina, US",marion,south-carolina,US,2020-04-22 23:30:53,22,1,0,21
"Marion, Tennessee, US",marion,tennessee,US,2020-04-22 23:30:53,28,1,0,27
"Marion, Texas, US",marion,texas,US,2020-04-22 23:30:53,6,0,0,6
"Marion, West Virginia, US",marion,west-virginia,US,2020-04-22 23:30:53,43,1,0,42
"Marlboro, South Carolina, US",marlboro,south-carolina,US,2020-04-22 23:30:53,32,0,0,32
"Marquette, Michigan, US",marquette,michigan,US,2020-04-22 23:30:53,35,6,0,29
"Marquette, Wisconsin, US",marquette,wisconsin,US,2020-04-22 23:30:53,3,1,0,2
"Marshall, Alabama, US",marshall,alabama,US,2020-04-22 23:30:53,241,4,0,237
"Marshall, Illinois, US",marshall,illinois,US,2020-04-22 23:30:53,4,0,0,4
"Marshall, Indiana, US",marshall,indiana,US,2020-04-22 23:30:53,26,1,0,25
"Marshall, Iowa, US",marshall,iowa,US,2020-04-22 23:30:53,239,0,0,239
"Marshall, Kentucky, US",marshall,kentucky,US,2020-04-22 23:30:53,20,0,0,20
"Marshall, Minnesota, US",marshall,minnesota,US,2020-04-22 23:30:53,1,0,0,1
"Marshall, Mississippi, US",marshall,mississippi,US,2020-04-22 23:30:53,39,2,0,37
"Marshall, Oklahoma, US",marshall,oklahoma,US,2020-04-22 23:30:53,2,0,0,2
"Marshall, South Dakota, US",marshall,south-dakota,US,2020-04-22 23:30:53,1,0,0,1
"Marshall, Tennessee, US",marshall,tennessee,US,2020-04-22 23:30:53,22,1,0,21
"Marshall, West Virginia, US",marshall,west-virginia,US,2020-04-22 23:30:53,8,0,0,8
"Martin, Florida, US",martin,florida,US,2020-04-22 23:30:53,161,4,0,157
"Martin, Indiana, US",martin,indiana,US,2020-04-22 23:30:53,6,0,0,6
"Martin, Kentucky, US",martin,kentucky,US,2020-04-22 23:30:53,3,0,0,3
"Martin, Minnesota, US",martin,minnesota,US,2020-04-22 23:30:53,41,4,0,37
"Martin, North Carolina, US",martin,north-carolina,US,2020-04-22 23:30:53,11,0,0,11
"Martin, Texas, US",martin,texas,US,2020-04-22 23:30:53,2,0,0,2
"Martinsville, Virginia, US",martinsville,virginia,US,2020-04-22 23:30:53,0,0,0,0
"Mason, Illinois, US",mason,illinois,US,2020-04-22 23:30:53,6,0,0,6
"Mason, Kentucky, US",mason,kentucky,US,2020-04-22 23:30:53,6,0,0,6
"Mason, Michigan, US",mason,michigan,US,2020-04-22 23:30:53,5,0,0,5
"Mason, Texas, US",mason,texas,US,2020-04-22 23:30:53,1,0,0,1
"Mason, Washington, US",mason,washington,US,2020-04-22 23:30:53,22,0,0,22
"Mason, West Virginia, US",mason,west-virginia,US,2020-04-22 23:30:53,10,0,0,10
"Massac, Illinois, US",massac,illinois,US,2020-04-22 23:30:53,3,0,0,3
"Matagorda, Texas, US",matagorda,texas,US,2020-04-22 23:30:53,56,3,0,53
"Matanuska-Susitna, Alaska, US",matanuska-susitna,alaska,US,2020-04-22 23:30:53,20,0,0,20
"Mathews, Virginia, US",mathews,virginia,US,2020-04-22 23:30:53,3,0,0,3
"Maui, Hawaii, US",maui,hawaii,US,2020-04-22 23:30:53,110,5,0,105
"Maury, Tennessee, US",maury,tennessee,US,2020-04-22 23:30:53,34,0,0,34
"Maverick, Texas, US",maverick,texas,US,2020-04-22 23:30:53,15,0,0,15
"Mayes, Oklahoma, US",mayes,oklahoma,US,2020-04-22 23:30:53,19,3,0,16
"McClain, Oklahoma, US",mcclain,oklahoma,US,2020-04-22 23:30:53,25,0,0,25
"McCook, South Dakota, US",mccook,south-dakota,US,2020-04-22 23:30:53,3,1,0,2
"McCormick, South Carolina, US",mccormick,south-carolina,US,2020-04-22 23:30:53,6,1,0,5
"McCracken, Kentucky, US",mccracken,kentucky,US,2020-04-22 23:30:53,30,2,0,28
"McCreary, Kentucky, US",mccreary,kentucky,US,2020-04-22 23:30:53,11,0,0,11
"McCulloch, Texas, US",mcculloch,texas,US,2020-04-22 23:30:53,3,0,0,3
"McCurtain, Oklahoma, US",mccurtain,oklahoma,US,2020-04-22 23:30:53,8,0,0,8
"McDonald, Missouri, US",mcdonald,missouri,US,2020-04-22 23:30:53,4,0,0,4
"McDonough, Illinois, US",mcdonough,illinois,US,2020-04-22 23:30:53,4,0,0,4
"McDowell, North Carolina, US",mcdowell,north-carolina,US,2020-04-22 23:30:53,21,0,0,21
"McDowell, West Virginia, US",mcdowell,west-virginia,US,2020-04-22 23:30:53,6,0,0,6
"McDuffie, Georgia, US",mcduffie,georgia,US,2020-04-22 23:30:53,37,4,0,33
"McHenry, Illinois, US",mchenry,illinois,US,2020-04-22 23:30:53,399,22,0,377
"McHenry, North Dakota, US",mchenry,north-dakota,US,2020-04-22 23:30:53,1,1,0,0
"McIntosh, Georgia, US",mcintosh,georgia,US,2020-04-22 23:30:53,4,0,0,4
"McIntosh, North Dakota, US",mcintosh,north-dakota,US,2020-04-22 23:30:53,1,0,0,1
"McIntosh, Oklahoma, US",mcintosh,oklahoma,US,2020-04-22 23:30:53,2,0,0,2
"McKean, Pennsylvania, US",mckean,pennsylvania,US,2020-04-22 23:30:53,5,0,0,5
"McKenzie, North Dakota, US",mckenzie,north-dakota,US,2020-04-22 23:30:53,10,0,0,10
"McKinley, New Mexico, US",mckinley,new-mexico,US,2020-04-22 23:30:53,519,7,0,512
"McLean, Illinois, US",mclean,illinois,US,2020-04-22 23:30:53,86,3,0,83
"McLean, Kentucky, US",mclean,kentucky,US,2020-04-22 23:30:53,9,1,0,8
"McLean, North Dakota, US",mclean,north-dakota,US,2020-04-22 23:30:53,3,0,0,3
"McLennan, Texas, US",mclennan,texas,US,2020-04-22 23:30:53,78,4,0,74
"McLeod, Minnesota, US",mcleod,minnesota,US,2020-04-22 23:30:53,3,0,0,3
"McMinn, Tennessee, US",mcminn,tennessee,US,2020-04-22 23:30:53,6,0,0,6
"McNairy, Tennessee, US",mcnairy,tennessee,US,2020-04-22 23:30:53,9,0,0,9
"McPherson, Kansas, US",mcpherson,kansas,US,2020-04-22 23:30:53,19,0,0,19
"Meade, Kentucky, US",meade,kentucky,US,2020-04-22 23:30:53,3,1,0,2
"Meade, South Dakota, US",meade,south-dakota,US,2020-04-22 23:30:53,1,0,0,1
"Meagher, Montana, US",meagher,montana,US,2020-04-22 23:30:53,1,0,0,1
"Mecklenburg, North Carolina, US",mecklenburg,north-carolina,US,2020-04-22 23:30:53,1331,36,0,1295
"Mecklenburg, Virginia, US",mecklenburg,virginia,US,2020-04-22 23:30:53,69,1,0,68
"Mecosta, Michigan, US",mecosta,michigan,US,2020-04-22 23:30:53,13,1,0,12
"Medina, Ohio, US",medina,ohio,US,2020-04-22 23:30:53,143,12,0,131
"Medina, Texas, US",medina,texas,US,2020-04-22 23:30:53,17,2,0,15
"Meeker, Minnesota, US",meeker,minnesota,US,2020-04-22 23:30:53,3,0,0,3
"Meigs, Ohio, US",meigs,ohio,US,2020-04-22 23:30:53,2,0,0,2
"Meigs, Tennessee, US",meigs,tennessee,US,2020-04-22 23:30:53,3,0,0,3
"Menard, Illinois, US",menard,illinois,US,2020-04-22 23:30:53,4,0,0,4
"Mendocino, California, US",mendocino,california,US,2020-04-22 23:30:53,5,0,0,5
"Menifee, Kentucky, US",menifee,kentucky,US,2020-04-22 23:30:53,3,0,0,3
"Menominee, Michigan, US",menominee,michigan,US,2020-04-22 23:30:53,1,0,0,1
"Menominee, Wisconsin, US",menominee,wisconsin,US,2020-04-22 23:30:53,1,0,0,1
"Merced, California, US",merced,california,US,2020-04-22 23:30:53,93,3,0,90
"Mercer, Illinois, US",mercer,illinois,US,2020-04-22 23:30:53,5,0,0,5
"Mercer, Kentucky, US",mercer,kentucky,US,2020-04-22 23:30:53,11,0,0,11
"Mercer, New Jersey, US",mercer,new-jersey,US,2020-04-22 23:30:53,2845,145,0,2700
"Mercer, North Dakota, US",mercer,north-dakota,US,2020-04-22 23:30:53,0,0,0,0
"Mercer, Ohio, US",mercer,ohio,US,2020-04-22 23:30:53,14,1,0,13
"Mercer, Pennsylvania, US",mercer,pennsylvania,US,2020-04-22 23:30:53,59,1,0,58
"Mercer, West Virginia, US",mercer,west-virginia,US,2020-04-22 23:30:53,9,0,0,9
"Meriwether, Georgia, US",meriwether,georgia,US,2020-04-22 23:30:53,48,0,0,48
"Merrick, Nebraska, US",merrick,nebraska,US,2020-04-22 23:30:53,9,0,0,9
"Merrimack, New Hampshire, US",merrimack,new-hampshire,US,2020-04-22 23:30:53,105,0,0,105
"Mesa, Colorado, US",mesa,colorado,US,2020-04-22 23:30:53,37,0,0,37
"Miami, Indiana, US",miami,indiana,US,2020-04-22 23:30:53,27,0,0,27
"Miami, Kansas, US",miami,kansas,US,2020-04-22 23:30:53,4,0,0,4
"Miami, Ohio, US",miami,ohio,US,2020-04-22 23:30:53,134,22,0,112
"Miami-Dade, Florida, US",miami-dade,florida,US,2020-04-22 23:30:53,10153,240,0,9913
"Michigan Department of Corrections (MDOC), Michigan, US",michigan-department-of-corrections-(mdoc),michigan,US,2020-04-22 23:30:53,655,25,0,630
"Middlesex, Connecticut, US",middlesex,connecticut,US,2020-04-22 23:30:53,525,53,0,472
"Middlesex, Massachusetts, US",middlesex,massachusetts,US,2020-04-22 23:30:53,10094,428,0,9666
"Middlesex, New Jersey, US",middlesex,new-jersey,US,2020-04-22 23:30:53,9047,369,0,8678
"Middlesex, Virginia, US",middlesex,virginia,US,2020-04-22 23:30:53,3,0,0,3
"Midland, Michigan, US",midland,michigan,US,2020-04-22 23:30:53,47,3,0,44
"Midland, Texas, US",midland,texas,US,2020-04-22 23:30:53,65,4,0,61
"Mifflin, Pennsylvania, US",mifflin,pennsylvania,US,2020-04-22 23:30:53,22,0,0,22
"Milam, Texas, US",milam,texas,US,2020-04-22 23:30:53,12,0,0,12
"Mille Lacs, Minnesota, US",mille-lacs,minnesota,US,2020-04-22 23:30:53,1,1,0,0
"Miller, Arkansas, US",miller,arkansas,US,2020-04-22 23:30:53,30,0,0,30
"Miller, Georgia, US",miller,georgia,US,2020-04-22 23:30:53,24,0,0,24
"Miller, Missouri, US",miller,missouri,US,2020-04-22 23:30:53,1,0,0,1
"Mills, Iowa, US",mills,iowa,US,2020-04-22 23:30:53,2,0,0,2
"Milwaukee, Wisconsin, US",milwaukee,wisconsin,US,2020-04-22 23:30:53,2304,142,0,2162
"Miner, South Dakota, US",miner,south-dakota,US,2020-04-22 23:30:53,1,0,0,1
"Mineral, Colorado, US",mineral,colorado,US,2020-04-22 23:30:53,2,0,0,2
"Mineral, Nevada, US",mineral,nevada,US,2020-04-22 23:30:53,2,0,0,2
"Mineral, West Virginia, US",mineral,west-virginia,US,2020-04-22 23:30:53,10,0,0,10
"Mingo, West Virginia, US",mingo,west-virginia,US,2020-04-22 23:30:53,2,0,0,2
"Minidoka, Idaho, US",minidoka,idaho,US,2020-04-22 23:30:53,10,0,0,10
"Minnehaha, South Dakota, US",minnehaha,south-dakota,US,2020-04-22 23:30:53,1555,5,0,1550
"Missaukee, Michigan, US",missaukee,michigan,US,2020-04-22 23:30:53,12,1,0,11
"Mississippi, Arkansas, US",mississippi,arkansas,US,2020-04-22 23:30:53,9,0,0,9
"Mississippi, Missouri, US",mississippi,missouri,US,2020-04-22 23:30:53,1,0,0,1
"Missoula, Montana, US",missoula,montana,US,2020-04-22 23:30:53,39,1,0,38
"Mitchell, Georgia, US",mitchell,georgia,US,2020-04-22 23:30:53,280,23,0,257
"Mitchell, Iowa, US",mitchell,iowa,US,2020-04-22 23:30:53,2,0,0,2
"Mitchell, Kansas, US",mitchell,kansas,US,2020-04-22 23:30:53,2,0,0,2
"Mitchell, North Carolina, US",mitchell,north-carolina,US,2020-04-22 23:30:53,7,0,0,7
"Mitchell, Texas, US",mitchell,texas,US,2020-04-22 23:30:53,1,0,0,1
"Mobile, Alabama, US",mobile,alabama,US,2020-04-22 23:30:53,756,39,0,717
